CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TenureDays,Churned,ChurnProbability
12676,33,4,998.0500000000001,249.51250000000002,21,220,0,0.3042342742170206
12678,10,9,8282.26,920.2511111111112,78,263,0,0.06304545893317953
12679,115,2,906.38,453.19,43,193,0,0.48093792129888546
12680,22,1,311.78,311.78,20,22,0,0.5555573617519953
12681,61,15,9866.58,657.7720000000002,220,277,0,0.10183595782778357
12682,10,20,8219.92,410.996,155,280,0,0.043130555982281396
12683,2,12,6622.19,551.8491666666667,167,275,0,0.038815414114184044
12684,80,4,1379.48,344.87,37,122,0,0.2911453618259357
12685,2,2,1606.42,803.21,83,3,0,0.3878401423319653
12686,281,1,89.14,89.14,7,281,1,0.7621687249299796
12688,23,1,4873.8099999999995,4873.8099999999995,170,23,1,0.49510261897206786
12689,37,1,511.03,511.03,34,37,0,0.5766241486478737
12690,115,1,389.01,389.01,16,115,1,0.6224545974255742
12691,54,4,556.3,139.075,16,266,0,0.5686356871721245
12693,36,4,855.91,213.9775,35,228,1,0.30026773131817225
12694,92,1,439.5,439.49999999999994,20,92,0,0.5972075287596169
12695,16,2,333.90000000000003,166.95000000000002,17,119,0,0.5076515541419231
12697,40,2,733.91,366.9549999999999,27,78,0,0.4721448654540727
12700,65,2,2149.05,1074.5249999999999,110,124,0,0.3843232340546399
12701,151,1,337.08,337.08,21,151,0,0.7459656318855795
12704,15,3,1100.92,366.97333333333336,40,79,0,0.3074766390967931
12705,67,4,4162.52,1040.63,177,266,0,0.2449884503951128
12707,201,1,603.42,603.42,33,201,1,0.7215471785250979
12708,11,7,2031.77,290.2528571428571,71,278,0,0.06476985425905692
12709,5,11,7200.79,654.6172727272726,89,276,0,0.043413605288024223
12710,6,3,1149.02,383.0066666666667,75,110,1,0.280612190095074
12712,16,11,3913.08,355.73454545454547,54,280,0,0.05747518353470183
12714,16,4,3389.7,847.425,168,204,0,0.23085414840741475
12715,15,1,343.36,343.35999999999996,20,15,1,0.5336374751683405
12716,42,1,677.9,677.8999999999999,45,42,0,0.571318033590165
12717,60,2,1030.98,515.49,49,155,1,0.5178213443459775
12720,3,17,3689.84,217.0494117647059,165,278,0,0.0455352493854725
12721,92,4,1698.91,424.7275,88,264,0,0.30079283534002493
12722,24,3,929.65,309.8833333333334,48,60,0,0.3201159033053073
12724,82,2,280.36,140.18,16,241,0,0.6179071852213541
12725,280,1,427.8,427.8,24,280,1,0.7407954309258539
12726,94,5,1467.32,293.46400000000006,40,266,0,0.22292995561585013
12727,4,6,3337.7,556.2833333333332,91,229,0,0.10334418985756078
12728,166,3,617.31,205.76999999999998,29,241,0,0.5288328267266889
12729,23,1,453.01,453.01000000000005,26,23,1,0.5755021844600023
12731,53,8,11324.25,1415.53125,84,274,0,0.06836073158229128
12732,89,1,236.26000000000002,236.26000000000005,12,89,1,0.6615441804829745
12733,143,1,383.95,383.95000000000005,22,143,1,0.7627409336303924
12734,262,1,110.39999999999999,110.39999999999999,4,262,1,0.7821046448140639
12735,224,2,779.5699999999999,389.785,38,246,1,0.5680716200051813
12736,242,1,234.0,234.00000000000003,4,242,1,0.7655684441233999
12738,281,1,155.35,155.35,11,281,1,0.7326831890148643
12739,8,1,975.54,975.5400000000001,37,8,0,0.49180969396164215
12743,43,2,540.13,270.065,114,43,1,0.5062470393285821
12744,54,5,14211.970000000001,2842.3940000000002,163,227,0,0.12095202602135639
12747,19,8,2769.4,346.17500000000007,34,278,0,0.06628032620684199
12748,0,132,13873.21,105.10007575757575,1168,283,0,0.06408243627238602
12749,40,3,2755.23,918.41,113,122,0,0.28859085150584657
12750,38,1,275.88,275.88,15,38,1,0.5693858625468865
12753,45,5,16620.91,3324.1820000000007,114,272,0,0.11218339624233671
12754,145,3,3010.74,1003.58,49,218,1,0.4539964113101715
12755,190,2,3811.95,1905.9749999999997,4,275,1,0.7441172343365817
12757,52,7,5281.08,754.4399999999999,89,120,0,0.17216616017036965
12758,26,2,2791.59,1395.795,84,186,1,0.3305982226599006
12759,81,2,1082.52,541.26,60,185,0,0.44703811970034574
12763,47,2,494.08,247.04000000000002,16,278,1,0.5436732337498339
12764,226,1,1693.88,1693.88,45,226,1,0.6056590875061268
12766,58,5,4952.1900000000005,990.4380000000001,161,275,0,0.11595604341861318
12769,148,1,1143.6,1143.6,32,148,1,0.6457114868381498
12770,120,1,1351.45,1351.4499999999998,12,120,1,0.6927099619703447
12775,99,4,1164.68,291.16999999999996,36,220,0,0.3071741018392973
12778,92,4,492.06,123.01499999999997,25,221,0,0.5780107673815895
12779,99,7,2999.41,428.4871428571428,68,280,0,0.20772300719973016
12781,194,1,549.26,549.26,15,194,0,0.7245915818005548
12782,59,4,2078.67,519.6675,73,267,0,0.252713464420573
12785,273,1,311.95,311.95,14,273,1,0.7255594998349794
12787,1,2,344.65999999999997,172.32999999999998,15,102,0,0.5153906359372455
12790,101,1,324.92,324.9200000000001,21,101,1,0.6377719834399882
12791,283,1,192.60000000000002,192.60000000000002,2,283,1,0.7436340856791905
12792,166,1,400.53999999999996,400.53999999999996,25,166,1,0.7421027795902829
12793,244,2,545.48,272.74,21,280,1,0.6980903103051159
12794,8,1,317.0,316.99999999999994,20,8,0,0.524032737653342
12797,275,1,254.03,254.03,13,275,1,0.7200779316334416
12798,80,1,1607.04,1607.0399999999997,6,80,0,0.640877220272648
12802,96,1,427.58,427.58,25,96,1,0.6278950134495115
12808,94,2,281.35,140.675,16,278,0,0.6199264320990291
12809,87,1,489.31,489.31,25,87,1,0.6065416958515494
12811,170,3,514.85,171.61666666666665,27,193,1,0.6251441183616657
12814,11,1,125.92,125.92,2,11,1,0.6159912455345232
12815,57,2,1063.46,531.73,38,107,1,0.5339334509482092
12816,5,2,572.2,286.1,27,85,1,0.49771899884985193
12817,190,1,166.04,166.04,4,190,1,0.7639243012051534
12818,171,1,1542.08,1542.08,14,171,1,0.7060548919508587
12820,236,1,170.46,170.46,11,236,0,0.7272042431937027
12821,123,1,92.72,92.72,6,123,1,0.7522650672825395
12823,36,4,1224.0,306.0,1,206,0,0.41137455681961255
12826,88,4,818.62,204.65500000000003,50,274,0,0.3022754572773225
12828,8,3,415.51,138.50333333333333,23,39,0,0.4832369017498069
12829,246,2,293.0,146.5,9,269,1,0.7392560968211228
12830,0,5,6414.32,1282.8640000000003,13,81,0,0.23286397594415204
12831,171,1,215.05,215.05,9,171,1,0.7528455198854378
12832,7,1,267.8,267.8,18,7,0,0.4934806116386506
12833,54,1,417.38,417.38,24,54,1,0.5804545345798582
12834,192,1,312.38,312.38,18,192,1,0.7290574136527901
12836,46,3,2112.53,704.1766666666667,110,221,0,0.27639530666784756
12837,82,1,134.1,134.1,12,82,1,0.6629517706823082
12838,283,1,390.79,390.78999999999996,59,283,0,0.7390656677028486
12839,1,9,3097.39,344.1544444444445,75,276,0,0.05346821526059764
12840,53,4,2726.77,681.6925,67,136,1,0.2820385738057152
12841,16,17,2829.91,166.46529411764706,168,281,0,0.04571515046934025
12842,218,1,310.73,310.73,14,218,0,0.7344020073331038
12843,69,7,1692.31,241.75857142857146,68,173,0,0.1526403564055733
12844,39,1,174.88,174.88000000000002,27,39,0,0.5778950843162088
12845,176,4,354.09,88.5225,26,199,1,0.7140185967881193
12849,178,1,668.8499999999999,668.85,33,178,0,0.6642926825100766
12851,6,1,131.81,131.80999999999997,43,6,1,0.5254097147233787
12852,204,1,311.55,311.55,17,204,1,0.7305006430599954
12853,44,6,1957.1000000000001,326.1833333333334,66,225,1,0.09976792720377872
12854,150,2,810.37,405.18499999999995,71,227,0,0.48024258369938894
12855,282,1,38.1,38.1,3,282,1,0.7165799566211574
12857,120,2,1106.4,553.2,37,212,1,0.5383694501536618
12864,47,1,147.12,147.12,3,47,1,0.6637158092803048
12865,33,1,981.38,981.38,58,33,0,0.49056729455207465
12866,192,1,559.12,559.12,26,192,1,0.7360369881251863
12867,5,6,3015.96,502.66,212,269,0,0.09017600361890848
12868,95,6,1607.0600000000002,267.84333333333336,72,283,1,0.29608650315566665
12871,116,1,132.0,132.0,4,116,0,0.7022447263378825
12872,236,2,599.97,299.98500000000007,58,274,1,0.6603642386770023
12873,191,1,374.0,374.0,4,191,1,0.7948782473950092
12875,52,2,343.2300000000001,171.61500000000004,1,272,1,0.6655556036726877
12876,105,1,726.43,726.4300000000001,34,105,0,0.5422336260568578
12877,34,9,1059.23,117.69222222222226,41,268,0,0.18756826456780376
12878,145,2,854.99,427.495,38,175,1,0.5661620264077771
12879,1,1,140.5,140.5,4,1,0,0.5467733652860682
12881,185,1,298.0,298.0,7,185,1,0.7577811899900708
12885,33,1,645.35,645.35,39,33,0,0.5607971077783537
12886,129,1,775.0,775.0000000000002,47,129,0,0.5616129756841066
12888,123,2,354.12,177.06,4,164,1,0.7234112805043422
12891,95,3,331.0,110.33333333333333,2,202,1,0.6254778734354053
12897,114,2,216.5,108.25,3,211,1,0.7316168263865948
12901,18,19,11639.470000000001,612.6036842105262,29,180,0,0.08122222217734955
12902,174,1,138.68,138.67999999999998,10,174,1,0.7615640972191627
12904,81,1,244.69,244.69,32,81,0,0.592573637376757
12908,85,2,750.0,375.0,1,222,1,0.6681500169669574
12909,111,3,1528.37,509.45666666666665,56,162,0,0.39612488515687344
12910,43,4,1486.9,371.725,26,151,0,0.26492457686053394
12913,192,3,866.39,288.7966666666667,12,277,0,0.5033776334341794
12915,58,2,363.65,181.825,19,282,1,0.5750810659391401
12916,48,4,2944.95,736.2375,55,230,1,0.25460365789286354
12917,37,1,594.0,594.0,2,37,1,0.7192882997968306
12919,26,3,441.65,147.21666666666667,12,79,0,0.5572818476395373
12921,7,24,10083.47,420.1445833333334,182,282,0,0.05078164863223319
12922,70,1,405.38,405.38,28,70,1,0.6171286520123355
12924,107,3,655.27,218.42333333333332,10,237,0,0.4951892886289083
12928,57,3,1136.14,378.7133333333333,43,268,0,0.3021136534742625
12929,221,1,117.85,117.85,8,221,1,0.7672593161207978
12930,80,1,221.56,221.56,14,80,0,0.6343255135318133
12931,11,11,32530.7,2957.3363636363633,28,267,0,0.07999791998286453
12933,80,2,357.49,178.74499999999998,48,193,0,0.5408877972135835
12935,19,4,1535.34,383.8349999999999,58,228,0,0.2592918169495135
12937,106,2,428.23,214.115,27,176,0,0.5941642761487634
12939,47,4,7990.08,1997.52,22,244,0,0.23275259007934446
12942,40,3,675.6,225.20000000000002,68,275,1,0.39527512633879364
12944,264,1,286.95,286.95,14,264,0,0.7157467131562825
12945,197,1,462.95,462.95000000000005,23,197,1,0.7361334665854293
12947,53,6,1603.99,267.33166666666665,83,282,1,0.12754844358623324
12948,14,4,1423.96,355.99,64,174,0,0.24659674028846099
12949,23,7,3449.42,492.7742857142857,145,161,0,0.1002840564189543
12951,83,5,751.78,150.35600000000002,39,240,0,0.33498849078178916
12955,2,6,1843.36,307.2266666666667,42,177,0,0.11009280133905736
12956,215,1,108.07,108.07,19,215,1,0.7323447038881116
12957,95,4,1715.29,428.82250000000005,97,249,0,0.30447252679532416
12962,22,1,170.54000000000002,170.54000000000002,11,22,0,0.6059834966919686
12963,275,1,365.8,365.8,16,275,0,0.7227741595985268
12967,267,2,1660.9,830.45,19,281,1,0.6144926758385426
12968,21,1,135.95,135.95,5,21,1,0.6487006567385747
12970,231,2,23.8,11.899999999999999,8,231,0,0.6741946273449916
12971,1,64,8165.320000000001,127.583125,82,281,0,0.040857073515905784
12974,107,1,144.8,144.8,8,107,1,0.7039295167194329
12976,121,1,738.6,738.6,22,121,1,0.6006239512873349
12977,65,1,39.239999999999995,39.24,9,65,1,0.6332189122086452
12980,67,9,7374.900000000001,819.4333333333333,6,268,1,0.3112703919764664
12981,42,1,187.18,187.18,11,42,0,0.6174797046237773
12982,152,1,390.54,390.53999999999996,28,152,1,0.7583992253199959
12987,107,1,304.3,304.3,14,107,0,0.6382109432020114
12988,201,1,505.82,505.82000000000005,75,201,1,0.7183893733837161
12989,67,8,4469.14,558.6425,14,273,0,0.14686112635621446
12990,94,2,263.9,131.95,5,219,0,0.6894194151764872
12991,21,1,303.56,303.55999999999995,22,21,0,0.5429660349449505
12993,30,3,372.4,124.13333333333333,23,207,0,0.5111546773493293
12994,29,2,645.47,322.735,38,178,0,0.4871605211464921
12997,145,2,608.47,304.235,30,226,0,0.6046263092746804
12999,105,3,455.88,151.96,25,155,1,0.6100626051312167
13000,16,3,534.85,178.2833333333334,30,274,1,0.4871699684339139
13001,67,11,8582.57,780.2336363636364,155,236,0,0.1496727925268247
13002,227,1,120.94999999999999,120.94999999999999,7,227,1,0.7688811585911985
13003,15,3,149.05,49.68333333333334,4,124,1,0.6081436693430519
13004,23,12,3785.09,315.4241666666667,194,267,0,0.03906868675602928
13005,83,2,513.7,256.84999999999997,21,155,1,0.5815952060393662
13008,232,1,229.46999999999997,229.47000000000003,14,232,1,0.7310887788412341
13011,281,1,50.550000000000004,50.550000000000004,3,281,1,0.7693945701381846
13012,58,4,1012.3100000000001,253.07750000000004,42,204,0,0.2922692879964756
13013,2,9,3686.09,409.5655555555556,137,281,0,0.06330530760060119
13014,23,5,2022.48,404.496,53,190,0,0.12726489973383404
13015,106,4,1763.04,440.76,80,158,0,0.31637071202726275
13016,32,1,425.25,425.2499999999999,28,32,0,0.5661735998779246
13018,2,18,5075.71,281.98388888888894,243,205,0,0.04487882200982088
13021,76,4,1152.47,288.11750000000006,48,268,0,0.2478692822965975
13023,39,1,336.40000000000003,336.40000000000003,20,39,0,0.5808756203249701
13026,2,3,604.2,201.39999999999998,13,185,0,0.4921910596982297
13027,23,6,6912.0,1152.0,6,264,1,0.41394661597599014
13029,48,2,773.1999999999999,386.59999999999997,6,262,0,0.4908069881844572
13030,277,1,402.36,402.35999999999996,50,277,0,0.7368379077831662
13033,266,1,190.55,190.54999999999998,11,266,1,0.7301702095939544
13034,278,1,165.86,165.85999999999999,11,278,0,0.7180896509218936
13035,170,1,333.0,333.00000000000006,12,170,0,0.7456774806562007
13037,47,3,881.07,293.69,44,165,1,0.3215422403418017
13038,93,2,591.76,295.88000000000005,22,200,0,0.5593729837247488
13043,182,1,516.42,516.4200000000001,13,182,1,0.7585580544105152
13044,200,1,560.47,560.47,33,200,1,0.7204369009557057
